소장구분,소장품번호,세부번호,유물명,한자명칭,국적/시대,재질,용도,크기,출토지,지정구분,설명
국립1-부여-부여,367,0,石槽(석조),석조,한국-백제,석-화강암,주-생활용품-기타,"전체높이 157,지름 142",충청남도-부여군-부여읍 관북리,보물," 이 석조는 I자형 받침대와 반구형(사발형)의 화강암제 석조로서 용도는 명확히 알수 없으나 부처에게 공양하는 연꽃을 심었던 용기로 전해진다. 현 받침대는 양호하나 수조는 구연부가 대각선으로 박락된 상태이고, 둥근 기면 일부에도 박락된 상태이다. 이 수조는 1석으로 된 대좌위에 놓여진 석조인데, 대석이 뚜렷이 상·중·하대의 형식을 갖춘 '工'자 모양의 받침대위에 위쪽이 잘린 공 모양의 석조가 놓여있다. 하대는 수직으로 된 측면에 아무런 조각이 없고 간주형을 이룬 중대도 그러하며 상대의 측면에도 또한 아무런 조식이 없이 다만 상면에 일반적인 원형 받침대를 조출하여 석조를 받고 있을뿐이다. 그러므로 대석의 형태는 장식이 전혀없이 간결한데 가야지방에서 출토되는 토기중의 일례와도 같은 점에서 흥미가 있다. 석조는 통일신라의 전형적인 양식인 장방형과는 달리, 원형으로서 이 양식은 백제시대의 기본형이다. 백제시대의 석조로는 공주박물관에 원형 석조 2좌가 보존되어 있는데, 이 부여석조는 공주의 것과는 달리 사발형으로 되어있다. 즉 구연부가 약간 오므라들면서 내·외면이 둥글게 圓弧를 그리어 저면은 편평한 듯하나 완곡한 편이다. 외면 기벽에는 종으로 일정한 간격을 두고 數條의 線文을 陽刻하였는데 원만한 곡선과 소박한 이 석조가 잘 어울려서 품위를 더 한층 높이고 있다. 석조 표면에는 '大唐平百濟國碑銘云云...'의 불분명한 數行의 음각명이 있는데 이것은 백제멸망시에 唐軍이 百濟를 平正했다는 뜻의 글을 새기다가 그만둔 흔적으로 역사의 한 모습을 살필수 있다. 工자 모양의 받침 위는 약간 오목하여 석조의 둥근 밑과 잘 맞도록 되어 있는데, 일제때 일본사람들이 받침대를 거꾸로 놓았던 것을 새로운 박물관으로 옮기면서 바로 잡아 놓았다."
국립1-부여-부여,372,0,'前部'銘標石,전부명표석,한국-백제,석-화강암,사회생활-사회제도-기타,"길이 76.5,높이 34,너비 38.5",충청남도-부여군-부여읍 동남리 향교동편,, 標石으로 두점이다. 花崗岩製로 한점은 완형인데 평면 사다리꼴 석재의 한면을 方形으로 다듬은 후 가로·세로 9cm 크기로 '前部'라는 두글자를 陰刻하였다. 前部라함은 上·中·下·前·後部로 구성되는 五部制 중의 하나로 사비천도후 중앙 및 지방의 행정구역으로 사용되었다. 나머지 한점은 파손과 마모가 심해 정확히 알수는 없으나 '上' '前'자 등이 확인된다.
국립1-부여-부여,373,0,石造如來立像,박물관석조여래입상,한국-고려,석-기타,종교신앙-불교-예배,전체높이 285,충청남도-부여군-부여읍 동남리 금성산 중복,도지정, 충남 부여군 금성산에서 출토된 石造如來立像으로 대좌와 광배는 없으나 파손부가 없는 完形이다. 원통형에 가가운 긴 체구에 頭部가 신체에 비해 커 佛身이 약간 왜소한 인상이다. 肉髮은 螺髮을 뚜렷히 표현하지 않고 단순하고 선조하여 나타냈으며 목에는 三道가 있다. 둥글고 풍만한 얼굴에 이목구비를 큼직하게 조각해 원만하고 푸근한 佛顔을 느끼게 한다. 큼직한 두손을 시문외여원인의 通印으로 양손을 몸에서 분리시키지 않고 평면적으로 처리하였다. 양 어깨를 덮은 通肩의 법의는 깊게 하여 가슴을 드러냈으며 몸앞에서 여러 條의 u형 주름을 형성하며 길게 늘어져있다. 가슴에는 대각선으로 가로지르는 內衣가 표현되었다. 背面은 앞면에 비해 환조감 있으나 整面되지 않아 거친 상태로 남아있다.
국립1-부여-부여,377,0,五層石塔(오층석탑),동남리석탑,한국-고려,석-화강암,종교신앙-불교-예배,"높이 205,너비 10.1",충청남도-부여군-부여읍 석목리,도지정," 부여 석목리에서 이동된 화강암제 5층석탑으로서 기단부의 면석과 갑석 모서리부분, 탑신부의 옥개석 모서리 부분이 부분적으로 박락된 상태이다. 기단부에 있어 하단은 탱주석 없이 면석 1단갑석을 받쳤고, 갑석위에는 면석을 횡적하여 사각이 되게 하여 2단갑석을 받친 상태이다. 탑신부는 옥개석을 받친 1~3단의 면석은 우주석 없이 통면석으로 3단으로 갈수록 점차 좁아지게 하고 4단과 5단내에는 면석을 생략시켰다. 5단의 옥개석중 1~3단은 각각 3단의 옥석받침을 두고 4~5단은 각 2단의 옥석을 마련하여 통일신라시대의 다옥석 받침형식을 인용한 것으로 보인다. 탑두부는 상륜부없이 복발만이 5층 옥개석 중앙에 놓인 상태이다."
국립1-부여-부여,383,0,浮屠(부도),부도,한국-통일신라,석-화강암,종교신앙-불교-예배,높이 171,충청남도-부여군-부여읍 가탑리,," 형·상태가 양호하며 균형미와 간략한 구성을 보이는 화강암제 석조浮屠이다. 표면은 정교하게 마연, 조각되었으며 그 구성을 보면 기단부, 탑신부, 상륜부로 구분된다. 기단부는 원형의 상·중대석, 괴임석을 놓고 표면에는 연화문을 돌려 장식한 상태이며, 그 사이에는 팔각의 중대석을 놓았다. 바닥부에는 하대석, 지대석이 있는 것으로 보이나 확인할 수 없다. 탑신부는 팔각의 탑신석과 그 위에 8능의 笠石을 이중으로 올려놓고 상륜부에 해당되는 정상에는 연봉형 보주를 올려 놓았다. 특히 상륜부는 보주만으로 간결하게 처리하였으나 통일기에 이르러서는 노반, 복발, 보륜등을 놓아 장식성과 조화미를 강조하는 것이 통례로서 부도 및 탑등에서 주로 나타난다."
국립1-부여-부여,402,0,劉仁願碑(유인원비),유인원비,한국-백제,석-기타,사회생활-기념-비,"높이 335,너비 150",충청남도-부여군-부여읍 쌍북리 부소산,보물, 야외전시된 석조물로서 보호각에 의해 보존된 상태의 보물 제21호로 지정된 낭장 유인원비이다. 석질은 화강편마암제이고 龜跌은 없고 碑身과 이수만이 남아있는 상태이다. 비신은 장방형이고 全面에는 功을 기리기 위한 해서체로 된 명문이 음각되어 있으나 마멸로 인해 판독이 어려운 상태이다. 리수는 반원형 모양에 八龍이 中央의 여의주를 쟁취하려는 모습을 조각하였다. 유인원은 당나라 사람으로 그에 공적을 기리기 위해 신라 문무왕(663년)에 세워진 것으로 알려져 있다.
국립1-부여-부여,411,0,碑石首,비석이수,한국-고려,석-화강암,사회생활-기념-비,"길이 125,높이 55,두께 45",충청남도-보령시-미산면 성주사지,," 전시관 남서쪽에 야외전시된 석조물로서 현 이수만이 남아있으나 3등분된 상태이다. 화강암제이고 표면에는 여의주를 문 龍文과 飛雲文을 두드러지게 양각하였으며, 중앙 前面에는 '日'과 後面에는 '月'을 표현한 비석의 이수이다."
국립1-부여-부여,430,2,鐵製斗(철제초두),철제자루솥,한국-백제,금속-철,식-취사-취사,"높이 23.5,입지름 21",충청남도-부여군-부여읍 구아리 경찰서앞,," 鐵製Ь斗 1점으로, 부식으로 많이 파손된 것을 보존처리 해 놓았다. 몸체는 平底의 바닥에서 거의 일직선으로 올라가, 직립의 입술로 이어지며, 몸체 중간 부분에 단면 원형의 손잡이가 부착되어 있다. 이 손잡이 안은 약간 구멍이 나 있다. 또 몸체 바닥에는 길이 약 16.0cm의 다리(足)가 3개체 부착되어 있는데, 단면이 사다리꼴의 형태를 띠고 있다. 특별한 문양은 없으며, 몸체 상단에 홈이 돌려져 있어 마치 단이 진 것처럼 보이기도 한다."
국립1-부여-부여,434,0,銅製梵鍾,동제범종,한국-고려,금속-동합금,종교신앙-불교-의식,"입지름 16.2,높이 28.3",충청남도-금산군-마수리,, 전형적인 고려시대 범종으로 上帶위의 立狀帶 일부가 파손된것을 제하면 완형을 갖추고 있다. 鍾體 정상부의 龍紐와 甬筒이 뚜렷하고 용관에는 마디를 두고 당초문을 전개시켰다. 頂上에는 작은 구슬을 돌렸는데 현재 1개가 결실되어 4개가 남아있다. 天板과 上帶가 접한 肩部에는 3각형의 立狀帶를 乳廓은 上帶에 붙여 4곳에 배치했으며 유곽대에는 가운데 돌기를 지닌 원형문을 양각하였다. 撞座에는 양손을 합장하고 구름위에 무릎을 꿇은채 앉아 있는 飛天 2구와 복잡한 형식의 花文 2개를 교차로 배치 하였다. 上帶는 연화당초문을 전개시켰다.
국립1-부여-부여,455,0,金銅菩薩像,금동보살상,한국-고려,금속-금동,종교신앙-불교-예배,높이 19,충청남도-당진군-당진읍,," 左手가 施無畏印, 右手가 與願印인 금동보살상이다. 보관외에 瓔樂 또는 耳飾, 胸飾, 天依등 장식이 없다. 머리의 중앙부분은 머리를 묶은 것 같은 봉우리가 솟아있고 보관장식은 투각되어 있어 마치 산호를 연상시킨다. 보관과 연결된 머리카락은 양 어깨로 흘러내리고 있으며 뒷면의 수식은 나비 모양으로 묶여 등뒤로 흘러내린다. 얼굴은 둥글고 매우 양감있으며 표정은 엄숙하다. 가사는 비교적 두텁게 입혀져 양팔을 따라 자연스럽게 흘러내리고 있으며, 허리부분의 나비모양의 띠매듭은 裳衣를 묶은 끈으로 판단된다. 상의는 매우 양감있게 조각되어 u자형으로 흘러내려오다가 양쪽 무릎부분에서 두갈래로 갈라진다. 중앙에 세로로 나뉘어진 옷자락은 주름으로 인해 오해의 소지가 있으나 상의의 옷주름을 표현한 것으로 판단된다. u자형의 옷주름은 우측으로 약간 치우쳐 올라가고 있는데 가탑리 금동불상을 연상시킨다. 배부분이 볼록하며, 전체적으로 거의 완전한 신체비례를 이루어 매우 안정감을 준다. 뒷면은 광배를 부착했기 때문에 조각하지 않았다."
국립1-부여-부여,456,0,金銅菩薩像,금동보살상,한국-고려,금속-금동,종교신앙-불교-예배,높이 19,충청남도-당진군-당진읍,," 수인의 대치형태와 裳依의 주름을 대치형태로 볼때 455번 불상과 쌍을 이루었던 보살상으로 생각된다. 左手가 與願印, 右手가 施無畏印으로 상의의 옷자락이 좌측으로 치우치는 것을 제외하고는 455번과 同形이다.  단지 455번보다 파손정도가 조금 더 심하여 배부분에 갈라진 틈새가 있고, 뒷면에 광배를 연결하는 부분이 많이 유실되었다."
국립1-부여-부여,457,0,金銅佛立像,금동불입상,한국-통일신라,금속-금동,종교신앙-불교-예배,"높이 5.3,높이 1.7",충청남도-부여군-규암면 신리 부산 청룡사지,, 충남 부여군 규암면 신리 청룡사지에서 출토된 소형의 금동불입상으로 오른쪽 팔이 결실되었으나 像의 보존상태는 양호한 편이다. 육각의 대좌위에 線刻으로 처리된 6엽의 연화대좌위에 직립하였다. 이목구비도 선각으로 처리했으나 신체의 굴곡과 양감의 표현은 충실히 전하고 있다. 양어깨를 덮은 통견의 법의는 목둘레에서 깊게 파여 'U'자형을 그리며 흘러내리다가 양 허벅지 부분에서 갈라진다. 몇개의 주름선으로 얇은 가사를 통해 드러나는 신체의 굴곡이 자연스럽게 처리되었다. 육계는 소발이며 오른손은 결실되었으나 여원인을 취한 왼손의 수인 및 잔존부의 각도로 볼때 시무외인을 취하고 있었을 것으로 보인다. 背面에는 어딘가에 부착시키기 위한 돌출고리가 있으며 佛身部면의 만곡된 자세등으로 미루어 광배를 부착했었으나 결실된 것으로 보인다. 비록 小形이나 통일신라시대 양식을 전하는 像이다.
국립1-부여-부여,458,1,金銅如來坐像,금동여래좌상,한국-백제,금속-동합금,종교신앙-불교-예배,현재높이 5.5,충청남도-부여군-규암면 신리 중뜸부락,," 이 금동여래좌상은 1959년 10월 부여군 규암면 신리 중뜸부락 뒷산에서 출토된 것으로써 출토된 諸像中에서 유일한 여래형좌상이다. 長方形의 臺座위에 무릎을 꿇어 앉은 것처럼 앉아있는데 頭部는 身部에 비해 큰 편이며 素髮의 머리위에는 크고 둥근 肉㉲를 얹었고, 相好는 卵形이다. 通肩한 法衣는 가슴과 양팔에서 평행으로 흘러내리고 옷주름은 線刻하였는데 평평한 가슴부분의 背面手印은 禪定印을 하고 있다. 이 불상의 대좌는 좌우의 獅子가 생략된 방형으로 제작되어 있는데 내부가 비어있어 佛身은 通鑄式으로, 대좌는 中空式으로 주조했음을 알수 있고 하부 절단면을 볼때 별도의 연화좌를 갖추었던 것으로 보인다."
국립1-부여-부여,458,2,金銅菩薩立像(금동보살입상),금동보살입상,한국-백제,금속-동합금,종교신앙-불교-예배,현재높이 10.2,충청남도-부여군-규암면 신리 중뜸부락,," 이 보살입상은 1959년 10월에 부여군 규암면 신리 중뜸부락 뒷산에서 다른 불·보살상 3區와 함께 발견되었다. 정면 위주의 板狀을 이루고 臺座와 頭光이 一鑄로 만들어진 像이다. 單瓣蓮花座 위에 직립하고 있는 이상은 꽃봉오리 모양의 三花冠을 갖추고 있는데 그 중앙에는 三角突起가 새겨져 있고, 冠飾은 양어깨까지 늘어져 있다. 목에는 三道가 없고, 頸飾과 內衣가 가늘게 線刻되어 있다. 수인은 네째와 다섯째 손가락을 구부려 與願·施無畏印을 하였는데 오른손을 내려뜨린 것이 주목된다. 天衣는 무릎에서 'X'字로 교차되어 다시 양팔에 걸쳐 身部의 양측을 따라 전개되었으며, 裙衣는 옷주름없이 발부분에 이르고 있다. 光背는 寶珠形으로 頭의 後面에는 雙圈을 돌리고, 周緣을 따라 火焰文이 선각되어 있다. 背面에는 별다른 조식은 없고 고리가 우측에 치우쳐서 있는데 一光三尊佛의 左脇侍였을 가능성이 크다고 할수 있겠다. 이상은 당식수법이나 크기에 있어서 부여 군수리 출토 금동보살입상과 매우 유사하다. 현재는 부식이 심하고 도금흔적이 없지만 당시 추세를 감안할 때 금동불이었을 것이다."
